"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 9,2016,26,88,1,7,0,0,0,1,0,0
HHS Regions,Region 10,2016,26,43,0,4,0,0,0,0,0,0
HHS Regions,Region 1,2016,27,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,27,23,2,3,0,0,4,7,0,0
HHS Regions,Region 3,2016,27,16,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,27,17,0,3,0,4,0,0,0,0
HHS Regions,Region 5,2016,27,44,0,1,0,0,0,0,0,0
HHS Regions,Region 6,2016,27,31,0,0,0,1,0,0,0,0
HHS Regions,Region 7,2016,27,4,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,27,2,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,27,88,0,9,0,0,1,2,0,0
HHS Regions,Region 10,2016,27,43,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2016,28,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,28,25,0,5,0,0,0,6,0,0
HHS Regions,Region 3,2016,28,14,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,28,36,1,3,0,2,2,0,0,0
HHS Regions,Region 5,2016,28,55,0,2,0,0,0,1,0,0
HHS Regions,Region 6,2016,28,24,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,28,8,0,3,0,0,0,0,0,0
HHS Regions,Region 8,2016,28,14,0,2,0,1,0,0,0,0
HHS Regions,Region 9,2016,28,68,0,4,1,0,0,4,0,0
HHS Regions,Region 10,2016,28,47,0,2,0,0,0,0,0,0
HHS Regions,Region 1,2016,29,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,29,31,0,10,0,1,0,6,0,0
HHS Regions,Region 3,2016,29,16,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,29,35,1,0,0,2,0,0,0,0
HHS Regions,Region 5,2016,29,56,1,0,0,0,0,0,0,0
HHS Regions,Region 6,2016,29,32,0,1,0,0,0,0,0,0
HHS Regions,Region 7,2016,29,6,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,29,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2016,29,66,0,6,1,0,0,4,0,0
HHS Regions,Region 10,2016,29,50,0,0,0,1,0,0,0,0
HHS Regions,Region 1,2016,30,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,30,48,0,24,0,0,1,8,0,0
HHS Regions,Region 3,2016,30,17,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,30,40,1,0,0,1,0,0,0,0
HHS Regions,Region 5,2016,30,62,1,2,0,0,1,1,1,0
HHS Regions,Region 6,2016,30,16,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,30,3,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,30,2,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2016,30,77,0,10,0,0,0,1,0,0
HHS Regions,Region 10,2016,30,31,0,2,0,1,0,0,0,0
HHS Regions,Region 1,2016,31,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,31,71,0,35,2,0,1,3,0,0
HHS Regions,Region 3,2016,31,22,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,31,39,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2016,31,72,0,2,0,0,0,0,3,0
HHS Regions,Region 6,2016,31,23,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,31,6,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,31,2,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,31,88,1,6,0,0,0,1,0,0
HHS Regions,Region 10,2016,31,28,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2016,32,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,32,35,0,7,0,0,0,6,0,0
HHS Regions,Region 3,2016,32,19,0,0,0,0,0,1,0,0
HHS Regions,Region 4,2016,32,32,2,2,0,0,0,0,0,0
HHS Regions,Region 5,2016,32,91,0,5,0,0,0,0,10,0
HHS Regions,Region 6,2016,32,23,0,1,0,0,0,0,0,0
HHS Regions,Region 7,2016,32,1,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,32,10,2,1,0,0,1,1,0,0
HHS Regions,Region 9,2016,32,93,2,8,0,1,2,4,0,0
HHS Regions,Region 10,2016,32,45,0,3,0,0,0,0,0,0
HHS Regions,Region 1,2016,33,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,33,45,0,4,0,0,0,3,0,0
HHS Regions,Region 3,2016,33,18,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2016,33,37,1,1,0,1,0,0,0,0
HHS Regions,Region 5,2016,33,91,0,12,0,0,0,0,4,0
HHS Regions,Region 6,2016,33,28,0,0,0,1,0,0,0,0
HHS Regions,Region 7,2016,33,6,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,33,3,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,33,82,0,6,0,1,0,4,0,0
HHS Regions,Region 10,2016,33,63,0,3,0,0,1,0,0,0
HHS Regions,Region 1,2016,34,1,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,34,26,0,6,0,0,1,6,0,0
HHS Regions,Region 3,2016,34,21,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2016,34,60,2,8,0,2,0,0,0,0
HHS Regions,Region 5,2016,34,65,0,4,0,0,1,0,0,0
HHS Regions,Region 6,2016,34,32,0,2,0,0,0,0,0,0
HHS Regions,Region 7,2016,34,6,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,34,4,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,34,85,2,6,0,0,0,0,0,0
HHS Regions,Region 10,2016,34,64,1,1,0,0,0,0,0,0
HHS Regions,Region 1,2016,35,12,1,2,0,0,0,0,0,0
HHS Regions,Region 2,2016,35,26,0,3,0,0,2,1,0,0
HHS Regions,Region 3,2016,35,27,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2016,35,74,4,2,0,5,0,0,0,0
HHS Regions,Region 5,2016,35,62,0,4,0,0,1,0,0,0
HHS Regions,Region 6,2016,35,29,0,6,0,0,1,0,0,0
HHS Regions,Region 7,2016,35,6,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2016,35,10,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,35,93,2,7,0,0,0,1,0,0
HHS Regions,Region 10,2016,35,69,0,5,0,0,0,0,0,0
HHS Regions,Region 1,2016,36,9,0,4,0,0,0,0,0,0
HHS Regions,Region 2,2016,36,22,0,1,0,0,0,1,0,0
HHS Regions,Region 3,2016,36,27,0,3,0,0,0,0,0,0
HHS Regions,Region 4,2016,36,53,1,5,0,6,1,0,0,0
HHS Regions,Region 5,2016,36,74,1,4,0,0,0,0,0,0
HHS Regions,Region 6,2016,36,27,0,6,0,0,0,0,0,0
HHS Regions,Region 7,2016,36,9,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2016,36,4,0,2,0,0,0,0,0,0
HHS Regions,Region 9,2016,36,97,1,6,0,0,0,2,0,0
HHS Regions,Region 10,2016,36,78,0,12,0,0,0,0,0,0
HHS Regions,Region 1,2016,37,21,0,12,0,0,0,0,0,0
HHS Regions,Region 2,2016,37,25,0,6,0,0,0,3,0,0
HHS Regions,Region 3,2016,37,40,0,3,0,0,0,0,0,0
HHS Regions,Region 4,2016,37,92,2,4,1,10,0,0,0,0
HHS Regions,Region 5,2016,37,105,1,5,0,0,0,0,0,0
HHS Regions,Region 6,2016,37,41,0,3,0,0,0,0,0,0
HHS Regions,Region 7,2016,37,11,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,37,11,0,2,0,0,1,0,0,0
HHS Regions,Region 9,2016,37,118,3,7,1,0,2,3,0,0
HHS Regions,Region 10,2016,37,89,2,13,0,0,1,0,0,0
HHS Regions,Region 1,2016,38,15,0,5,0,0,0,0,0,0
HHS Regions,Region 2,2016,38,39,0,10,0,1,2,2,0,0
HHS Regions,Region 3,2016,38,51,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2016,38,71,2,16,0,6,0,0,0,0
HHS Regions,Region 5,2016,38,133,2,5,0,0,0,0,0,0
HHS Regions,Region 6,2016,38,37,0,2,0,0,0,0,0,0
HHS Regions,Region 7,2016,38,12,0,1,0,0,1,0,0,0
HHS Regions,Region 8,2016,38,12,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2016,38,161,2,17,0,0,0,3,0,0
HHS Regions,Region 10,2016,38,91,0,19,0,1,0,0,0,0
HHS Regions,Region 1,2016,39,18,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2016,39,36,0,4,0,1,7,0,0,0
HHS Regions,Region 3,2016,39,82,1,2,0,0,0,0,0,0
HHS Regions,Region 4,2016,39,74,1,11,0,3,0,0,0,0
HHS Regions,Region 5,2016,39,142,0,5,1,0,1,0,0,0
HHS Regions,Region 6,2016,39,52,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,39,18,0,3,0,0,2,0,0,0
HHS Regions,Region 8,2016,39,20,0,2,0,0,0,0,0,0
HHS Regions,Region 9,2016,39,114,2,13,0,0,1,0,0,0
HHS Regions,Region 10,2016,39,140,1,33,0,1,0,0,0,0
HHS Regions,Region 1,2016,40,31,0,6,0,0,0,0,0,0
HHS Regions,Region 2,2016,40,31,0,6,0,0,2,0,0,0
HHS Regions,Region 3,2016,40,112,2,2,0,0,0,0,0,0
HHS Regions,Region 4,2016,40,112,1,11,0,1,2,0,0,0
HHS Regions,Region 5,2016,40,204,0,7,0,0,0,1,0,0
HHS Regions,Region 6,2016,40,39,1,1,0,0,0,0,0,0
HHS Regions,Region 7,2016,40,24,0,2,0,0,1,0,0,0
HHS Regions,Region 8,2016,40,46,2,8,0,0,0,0,0,0
HHS Regions,Region 9,2016,40,186,3,27,0,0,0,3,0,0
HHS Regions,Region 10,2016,40,113,0,17,0,0,0,0,0,0
HHS Regions,Region 1,2016,41,14,0,2,0,0,0,0,0,0
HHS Regions,Region 2,2016,41,50,0,7,0,1,5,2,0,0
HHS Regions,Region 3,2016,41,127,0,1,0,0,1,0,0,0
HHS Regions,Region 4,2016,41,132,0,10,0,1,0,1,0,0
HHS Regions,Region 5,2016,41,203,0,7,0,0,0,0,0,0
HHS Regions,Region 6,2016,41,38,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2016,41,23,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,41,51,6,6,0,0,0,0,0,0
HHS Regions,Region 9,2016,41,195,5,27,0,0,1,3,0,0
HHS Regions,Region 10,2016,41,137,0,20,0,1,0,0,0,0
HHS Regions,Region 1,2016,42,25,0,3,0,0,0,0,0,0
HHS Regions,Region 2,2016,42,62,0,17,0,1,1,2,0,0
HHS Regions,Region 3,2016,42,158,0,2,0,0,0,0,0,0
HHS Regions,Region 4,2016,42,161,1,8,2,0,0,1,0,0
HHS Regions,Region 5,2016,42,217,0,15,0,0,2,1,0,0
HHS Regions,Region 6,2016,42,75,1,4,0,0,2,3,0,0
HHS Regions,Region 7,2016,42,26,0,1,0,0,0,0,0,0
HHS Regions,Region 8,2016,42,59,3,7,0,0,0,0,0,0
HHS Regions,Region 9,2016,42,228,7,52,0,0,2,3,0,0
HHS Regions,Region 10,2016,42,129,0,25,0,0,1,0,0,0
HHS Regions,Region 1,2016,43,30,0,5,0,0,0,0,0,0
HHS Regions,Region 2,2016,43,60,0,23,0,0,1,0,0,0
HHS Regions,Region 3,2016,43,175,1,8,0,0,0,0,0,0
HHS Regions,Region 4,2016,43,160,0,9,0,5,0,0,0,0
HHS Regions,Region 5,2016,43,232,1,8,0,0,1,0,0,0
HHS Regions,Region 6,2016,43,80,1,3,0,0,0,2,0,0
HHS Regions,Region 7,2016,43,26,0,2,0,0,0,0,0,0
HHS Regions,Region 8,2016,43,65,9,14,0,0,0,0,0,0
HHS Regions,Region 9,2016,43,221,0,35,1,0,0,1,0,0
HHS Regions,Region 10,2016,43,119,1,23,0,1,1,0,0,0
HHS Regions,Region 1,2016,44,34,0,8,0,0,1,0,0,0
HHS Regions,Region 2,2016,44,69,0,9,0,0,5,0,0,0
HHS Regions,Region 3,2016,44,192,1,5,0,0,0,1,0,0
HHS Regions,Region 4,2016,44,186,0,7,0,3,1,0,0,0
HHS Regions,Region 5,2016,44,245,1,11,0,0,1,0,0,0
HHS Regions,Region 6,2016,44,93,2,2,0,0,1,1,0,0
HHS Regions,Region 7,2016,44,26,0,1,1,0,1,0,0,0
HHS Regions,Region 8,2016,44,70,3,11,1,0,0,0,0,0
HHS Regions,Region 9,2016,44,251,5,36,0,0,0,5,0,0
HHS Regions,Region 10,2016,44,130,0,32,1,0,0,0,0,0
HHS Regions,Region 1,2016,45,23,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2016,45,57,0,13,0,1,0,0,0,0
HHS Regions,Region 3,2016,45,191,1,9,0,0,2,0,0,0
HHS Regions,Region 4,2016,45,228,1,5,0,4,0,0,0,0
HHS Regions,Region 5,2016,45,231,0,8,0,0,1,0,0,0
HHS Regions,Region 6,2016,45,82,1,2,0,0,2,0,0,0
HHS Regions,Region 7,2016,45,20,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2016,45,47,1,14,0,0,0,0,0,0
HHS Regions,Region 9,2016,45,243,1,64,0,0,1,1,0,0
HHS Regions,Region 10,2016,45,153,0,39,1,0,0,0,0,0
HHS Regions,Region 1,2016,46,37,0,8,0,0,0,0,0,0
HHS Regions,Region 2,2016,46,55,0,13,0,6,0,0,0,0
HHS Regions,Region 3,2016,46,184,1,10,1,1,0,0,0,0
HHS Regions,Region 4,2016,46,225,1,11,0,6,0,0,0,0
HHS Regions,Region 5,2016,46,251,0,26,0,0,1,1,0,0
HHS Regions,Region 6,2016,46,109,3,4,0,0,0,0,0,0
HHS Regions,Region 7,2016,46,26,0,4,0,0,0,0,0,0
HHS Regions,Region 8,2016,46,64,3,11,1,0,0,0,0,0
HHS Regions,Region 9,2016,46,256,1,61,0,0,4,0,0,0
HHS Regions,Region 10,2016,46,144,0,41,0,0,2,0,0,0
HHS Regions,Region 1,2016,47,18,0,1,0,0,0,1,0,0
HHS Regions,Region 2,2016,47,60,0,15,1,2,0,0,0,0
HHS Regions,Region 3,2016,47,156,1,12,3,3,1,0,0,0
HHS Regions,Region 4,2016,47,182,1,13,1,5,0,0,0,0
HHS Regions,Region 5,2016,47,186,0,11,2,0,1,0,0,0
HHS Regions,Region 6,2016,47,64,0,6,0,0,0,1,0,0
HHS Regions,Region 7,2016,47,22,0,5,0,0,0,0,0,0
HHS Regions,Region 8,2016,47,51,2,20,0,0,0,0,0,0
HHS Regions,Region 9,2016,47,237,1,56,7,0,2,1,0,0
HHS Regions,Region 10,2016,47,122,0,25,0,0,0,0,0,0
HHS Regions,Region 1,2016,48,29,0,16,0,0,0,0,0,0
HHS Regions,Region 2,2016,48,81,0,15,0,2,2,0,0,0
HHS Regions,Region 3,2016,48,237,1,38,5,2,0,3,0,0
HHS Regions,Region 4,2016,48,275,1,37,1,11,0,1,0,0
HHS Regions,Region 5,2016,48,307,1,22,1,0,9,1,0,0
HHS Regions,Region 6,2016,48,112,2,5,0,1,0,0,0,0
HHS Regions,Region 7,2016,48,46,0,12,0,0,0,0,0,0
HHS Regions,Region 8,2016,48,86,1,33,1,1,0,0,0,0
HHS Regions,Region 9,2016,48,362,6,108,3,1,5,0,0,0
HHS Regions,Region 10,2016,48,178,1,32,0,0,1,0,0,0
HHS Regions,Region 1,2016,49,53,0,24,0,0,0,1,0,0
HHS Regions,Region 2,2016,49,78,0,23,0,1,0,0,0,0
HHS Regions,Region 3,2016,49,314,3,88,0,0,2,2,0,0
HHS Regions,Region 4,2016,49,250,2,40,0,2,2,2,0,0
HHS Regions,Region 5,2016,49,369,1,49,0,0,9,1,0,0
HHS Regions,Region 6,2016,49,115,1,18,0,0,0,0,0,0
HHS Regions,Region 7,2016,49,41,1,11,0,0,1,0,0,0
HHS Regions,Region 8,2016,49,99,2,51,1,0,0,0,0,0
HHS Regions,Region 9,2016,49,414,4,147,2,0,6,1,0,0
HHS Regions,Region 10,2016,49,147,0,28,0,0,0,0,0,0
HHS Regions,Region 1,2016,50,52,5,24,0,0,0,1,0,0
HHS Regions,Region 2,2016,50,89,1,35,0,2,0,1,0,0
HHS Regions,Region 3,2016,50,364,0,123,0,0,5,2,0,0
HHS Regions,Region 4,2016,50,268,1,46,2,9,5,2,0,0
HHS Regions,Region 5,2016,50,408,3,90,0,3,6,3,0,0
HHS Regions,Region 6,2016,50,153,2,27,0,1,4,2,0,0
HHS Regions,Region 7,2016,50,58,2,21,0,0,1,2,0,0
HHS Regions,Region 8,2016,50,151,2,101,1,0,1,2,0,0
HHS Regions,Region 9,2016,50,519,2,204,6,1,5,3,0,0
HHS Regions,Region 10,2016,50,182,0,79,0,0,0,0,0,0
HHS Regions,Region 1,2016,51,72,7,44,0,3,1,0,0,0
HHS Regions,Region 2,2016,51,101,0,48,1,2,0,2,0,0
HHS Regions,Region 3,2016,51,335,3,108,1,0,4,3,0,0
HHS Regions,Region 4,2016,51,321,3,86,0,6,11,5,0,0
HHS Regions,Region 5,2016,51,483,4,136,1,3,14,8,0,0
HHS Regions,Region 6,2016,51,100,1,24,0,0,1,1,0,0
HHS Regions,Region 7,2016,51,80,2,39,3,1,1,5,0,0
HHS Regions,Region 8,2016,51,198,3,133,1,0,3,3,0,0
HHS Regions,Region 9,2016,51,545,6,261,3,1,0,1,0,0
HHS Regions,Region 10,2016,51,270,0,137,1,0,3,0,0,0
HHS Regions,Region 1,2016,52,111,3,85,0,0,3,3,0,0
HHS Regions,Region 2,2016,52,130,1,67,6,1,1,2,0,0
HHS Regions,Region 3,2016,52,448,2,198,0,4,5,7,0,0
HHS Regions,Region 4,2016,52,292,3,97,1,5,10,3,0,0
HHS Regions,Region 5,2016,52,507,2,164,2,0,25,6,0,0
HHS Regions,Region 6,2016,52,123,3,37,0,2,1,1,0,0
HHS Regions,Region 7,2016,52,125,0,75,2,0,4,5,0,0
HHS Regions,Region 8,2016,52,254,2,185,3,0,3,5,0,0
HHS Regions,Region 9,2016,52,957,14,582,15,0,7,4,0,0
HHS Regions,Region 10,2016,52,340,2,186,2,1,0,1,0,0
HHS Regions,Region 1,2017,1,160,4,115,0,2,1,6,0,0
HHS Regions,Region 2,2017,1,174,1,87,2,3,0,2,0,0
HHS Regions,Region 3,2017,1,567,6,247,0,3,4,20,0,0
HHS Regions,Region 4,2017,1,345,4,112,2,6,7,4,0,0
HHS Regions,Region 5,2017,1,480,8,166,1,0,22,11,0,0
HHS Regions,Region 6,2017,1,160,6,37,0,2,0,5,0,0
HHS Regions,Region 7,2017,1,117,1,55,0,0,5,3,0,0
HHS Regions,Region 8,2017,1,288,1,204,0,0,3,5,0,0
HHS Regions,Region 9,2017,1,1278,21,838,8,1,5,4,0,0
HHS Regions,Region 10,2017,1,363,1,206,0,2,0,0,0,0
HHS Regions,Region 1,2017,2,185,1,130,0,1,5,5,0,0
HHS Regions,Region 2,2017,2,180,1,81,2,0,1,0,0,0
HHS Regions,Region 3,2017,2,477,5,247,0,3,3,11,0,0
HHS Regions,Region 4,2017,2,453,4,181,3,10,5,6,0,0
HHS Regions,Region 5,2017,2,559,7,215,3,2,16,13,0,0
HHS Regions,Region 6,2017,2,216,3,77,0,1,1,18,0,0
HHS Regions,Region 7,2017,2,201,2,111,1,1,6,10,0,0
HHS Regions,Region 8,2017,2,331,2,202,2,0,8,4,0,0
HHS Regions,Region 9,2017,2,1363,23,737,17,6,4,7,0,0
HHS Regions,Region 10,2017,2,383,1,229,2,1,0,2,0,0
HHS Regions,Region 1,2017,3,237,1,175,0,1,3,13,0,0
HHS Regions,Region 2,2017,3,200,1,101,0,1,4,4,0,0
HHS Regions,Region 3,2017,3,552,3,295,1,1,2,21,0,0
HHS Regions,Region 4,2017,3,515,10,224,2,13,19,7,0,0
HHS Regions,Region 5,2017,3,660,8,318,3,3,14,23,0,0
HHS Regions,Region 6,2017,3,220,10,97,0,1,1,9,0,0
HHS Regions,Region 7,2017,3,180,2,102,2,0,12,6,0,0
HHS Regions,Region 8,2017,3,301,5,202,1,0,8,11,0,0
HHS Regions,Region 9,2017,3,1061,14,556,15,3,5,5,0,0
HHS Regions,Region 10,2017,3,352,3,183,0,3,1,5,0,0
HHS Regions,Region 1,2017,4,253,0,200,0,0,4,5,0,0
HHS Regions,Region 2,2017,4,219,0,122,1,2,1,4,0,0
HHS Regions,Region 3,2017,4,622,4,323,0,6,10,21,0,0
HHS Regions,Region 4,2017,4,488,8,202,5,9,16,7,0,0
HHS Regions,Region 5,2017,4,774,6,368,1,1,22,24,0,0
HHS Regions,Region 6,2017,4,321,7,138,1,1,2,21,0,0
HHS Regions,Region 7,2017,4,207,1,130,5,2,6,9,0,0
HHS Regions,Region 8,2017,4,276,4,166,0,1,5,18,0,0
HHS Regions,Region 9,2017,4,985,15,548,14,4,5,12,0,0
HHS Regions,Region 10,2017,4,423,2,234,2,4,0,2,0,0
HHS Regions,Region 1,2017,5,281,2,213,0,8,3,11,0,0
HHS Regions,Region 2,2017,5,238,1,129,2,9,5,5,0,0
HHS Regions,Region 3,2017,5,622,6,314,1,6,12,31,0,0
HHS Regions,Region 4,2017,5,579,6,259,2,11,24,8,0,0
HHS Regions,Region 5,2017,5,928,7,449,3,2,23,35,0,0
HHS Regions,Region 6,2017,5,401,6,173,3,2,2,18,0,0
HHS Regions,Region 7,2017,5,199,2,111,4,1,9,14,0,0
HHS Regions,Region 8,2017,5,461,3,231,3,1,9,48,0,0
HHS Regions,Region 9,2017,5,971,17,482,11,6,8,8,0,0
HHS Regions,Region 10,2017,5,406,1,235,1,4,1,4,0,0
HHS Regions,Region 1,2017,6,361,0,278,0,11,6,10,0,0
HHS Regions,Region 2,2017,6,248,1,142,3,5,5,7,0,0
HHS Regions,Region 3,2017,6,761,4,446,0,4,13,33,0,0
HHS Regions,Region 4,2017,6,669,12,307,3,10,32,17,0,0
HHS Regions,Region 5,2017,6,1062,16,510,4,4,47,73,0,0
HHS Regions,Region 6,2017,6,416,11,197,0,2,2,22,0,0
HHS Regions,Region 7,2017,6,227,4,134,4,0,10,13,0,0
HHS Regions,Region 8,2017,6,432,6,225,4,1,6,51,0,0
HHS Regions,Region 9,2017,6,982,15,555,5,5,4,11,0,0
HHS Regions,Region 10,2017,6,363,2,181,0,5,1,3,0,0
HHS Regions,Region 1,2017,7,296,2,197,0,24,2,17,0,0
HHS Regions,Region 2,2017,7,264,1,152,0,6,4,8,0,0
HHS Regions,Region 3,2017,7,754,2,448,0,10,8,49,0,0
HHS Regions,Region 4,2017,7,815,10,353,1,34,42,24,0,0
HHS Regions,Region 5,2017,7,1135,8,517,5,6,60,83,0,0
HHS Regions,Region 6,2017,7,452,13,191,1,11,2,29,0,0
HHS Regions,Region 7,2017,7,210,5,111,3,1,10,15,0,0
HHS Regions,Region 8,2017,7,352,9,152,3,1,8,66,0,0
HHS Regions,Region 9,2017,7,763,16,371,4,3,13,7,0,0
HHS Regions,Region 10,2017,7,294,2,125,0,8,3,2,0,0
HHS Regions,Region 1,2017,8,292,3,183,0,15,1,21,0,0
HHS Regions,Region 2,2017,8,212,1,120,0,7,4,10,0,0
HHS Regions,Region 3,2017,8,857,6,453,0,16,14,85,0,0
HHS Regions,Region 4,2017,8,850,29,344,1,28,49,24,0,0
HHS Regions,Region 5,2017,8,1084,7,517,4,6,53,100,0,0
HHS Regions,Region 6,2017,8,389,19,156,3,3,4,26,0,0
HHS Regions,Region 7,2017,8,196,2,94,0,3,6,14,0,0
HHS Regions,Region 8,2017,8,318,3,122,0,1,14,62,0,0
HHS Regions,Region 9,2017,8,607,14,282,3,3,12,11,0,0
HHS Regions,Region 10,2017,8,260,3,93,1,7,2,4,0,0
HHS Regions,Region 1,2017,9,188,0,105,1,14,3,17,0,0
HHS Regions,Region 2,2017,9,178,0,67,0,12,2,25,0,0
HHS Regions,Region 3,2017,9,679,7,256,0,18,12,78,0,0
HHS Regions,Region 4,2017,9,588,7,179,7,17,37,20,0,0
HHS Regions,Region 5,2017,9,870,5,358,1,9,56,91,0,0
HHS Regions,Region 6,2017,9,275,11,105,0,4,8,21,0,0
HHS Regions,Region 7,2017,9,121,1,38,1,2,7,8,0,0
HHS Regions,Region 8,2017,9,289,4,84,1,3,17,76,0,0
HHS Regions,Region 9,2017,9,588,18,235,2,12,6,18,0,0
HHS Regions,Region 10,2017,9,219,1,65,0,11,1,4,0,0
HHS Regions,Region 1,2017,10,161,0,74,0,29,4,13,0,0
HHS Regions,Region 2,2017,10,133,1,48,0,9,5,5,0,0
HHS Regions,Region 3,2017,10,555,2,199,2,19,9,74,0,0
HHS Regions,Region 4,2017,10,546,11,178,8,22,32,35,0,0
HHS Regions,Region 5,2017,10,800,5,260,0,3,59,100,0,0
HHS Regions,Region 6,2017,10,331,12,126,0,8,4,34,0,0
HHS Regions,Region 7,2017,10,87,0,41,0,0,5,7,0,0
HHS Regions,Region 8,2017,10,272,7,70,1,5,9,85,0,0
HHS Regions,Region 9,2017,10,545,12,204,3,5,8,28,0,0
HHS Regions,Region 10,2017,10,195,0,56,1,7,3,8,0,0
HHS Regions,Region 1,2017,11,94,0,30,0,17,1,18,0,0
HHS Regions,Region 2,2017,11,103,0,33,0,5,2,14,0,0
HHS Regions,Region 3,2017,11,452,3,130,0,20,13,76,0,0
HHS Regions,Region 4,2017,11,610,6,113,6,45,33,30,0,0
HHS Regions,Region 5,2017,11,699,5,181,1,1,51,130,0,0
HHS Regions,Region 6,2017,11,256,6,98,0,4,5,28,0,0
HHS Regions,Region 7,2017,11,72,0,28,0,3,2,17,0,0
HHS Regions,Region 8,2017,11,252,3,67,0,4,20,79,0,0
HHS Regions,Region 9,2017,11,517,4,187,4,11,11,45,0,0
HHS Regions,Region 10,2017,11,183,1,42,0,14,3,3,0,0
HHS Regions,Region 1,2017,12,147,1,46,0,27,4,34,0,0
HHS Regions,Region 2,2017,12,121,0,33,0,7,6,17,0,0
HHS Regions,Region 3,2017,12,497,4,138,0,15,17,108,0,0
HHS Regions,Region 4,2017,12,571,8,153,0,37,58,37,0,0
HHS Regions,Region 5,2017,12,742,4,170,3,5,71,171,0,0
HHS Regions,Region 6,2017,12,232,3,71,0,6,8,33,0,0
HHS Regions,Region 7,2017,12,79,0,16,0,3,3,15,0,0
HHS Regions,Region 8,2017,12,177,7,44,0,5,12,69,0,0
HHS Regions,Region 9,2017,12,488,3,133,1,6,13,30,0,0
HHS Regions,Region 10,2017,12,158,1,39,0,13,1,9,0,0
HHS Regions,Region 1,2017,13,168,0,54,0,28,7,45,0,0
HHS Regions,Region 2,2017,13,125,2,30,0,19,5,12,0,0
HHS Regions,Region 3,2017,13,501,6,115,0,29,19,95,0,0
HHS Regions,Region 4,2017,13,506,6,98,0,73,29,29,0,0
HHS Regions,Region 5,2017,13,724,3,140,2,7,51,223,0,0
HHS Regions,Region 6,2017,13,210,2,33,0,4,10,38,0,0
HHS Regions,Region 7,2017,13,58,0,15,0,6,1,13,0,0
HHS Regions,Region 8,2017,13,172,0,25,0,9,12,75,0,0
HHS Regions,Region 9,2017,13,399,7,95,0,2,9,45,0,0
HHS Regions,Region 10,2017,13,186,1,50,1,41,0,1,0,0
HHS Regions,Region 1,2017,14,176,0,45,1,6,12,70,0,0
HHS Regions,Region 2,2017,14,125,0,35,0,15,7,21,0,0
